5.511324e-01	Diffusion coeff (MSD)
4.690275e-01	Diffusion coeff (time integral)
9.795126e+02	 Mean Temperature
8.728129e-05	 Mean Pressure
2.943289e+01	sTemperature
2.079287e+02	sPressure
1.510523e+00	varTemperature
1.358863e-08	varPressure
