1.000000e-03 	 -1.155996e-03 	 1.303173e-01 	 4.050000e+00 
2.000000e-03 	 -1.191934e-03 	 3.942287e+00 	 4.049997e+00 
3.000000e-03 	 -1.256151e-03 	 9.233013e+00 	 4.049993e+00 
4.000000e-03 	 -1.345382e-03 	 1.578286e+01 	 4.049989e+00 
5.000000e-03 	 -1.457094e-03 	 2.343773e+01 	 4.049985e+00 
6.000000e-03 	 -1.588284e-03 	 3.206053e+01 	 4.049981e+00 
7.000000e-03 	 -1.736471e-03 	 4.151829e+01 	 4.049976e+00 
8.000000e-03 	 -1.901092e-03 	 5.167806e+01 	 4.049971e+00 
9.000000e-03 	 -2.079052e-03 	 6.240587e+01 	 4.049965e+00 
1.000000e-02 	 -2.267480e-03 	 7.356692e+01 	 4.049959e+00 
1.100000e-02 	 -2.464777e-03 	 8.502666e+01 	 4.049952e+00 
1.200000e-02 	 -2.669060e-03 	 9.665208e+01 	 4.049945e+00 
1.300000e-02 	 -2.877523e-03 	 1.083126e+02 	 4.049937e+00 
1.400000e-02 	 -3.088583e-03 	 1.198815e+02 	 4.049928e+00 
1.500000e-02 	 -3.299719e-03 	 1.312371e+02 	 4.049919e+00 
1.600000e-02 	 -3.508482e-03 	 1.422637e+02 	 4.049909e+00 
1.700000e-02 	 -3.710192e-03 	 1.528532e+02 	 4.049898e+00 
1.800000e-02 	 -3.905230e-03 	 1.629056e+02 	 4.049887e+00 
1.900000e-02 	 -4.088551e-03 	 1.723301e+02 	 4.049876e+00 
2.000000e-02 	 -4.257201e-03 	 1.810452e+02 	 4.049863e+00 
2.100000e-02 	 -4.408673e-03 	 1.889795e+02 	 4.049851e+00 
2.200000e-02 	 -4.540057e-03 	 1.960720e+02 	 4.049837e+00 
2.300000e-02 	 -4.649279e-03 	 2.022725e+02 	 4.049824e+00 
2.400000e-02 	 -4.734656e-03 	 2.075419e+02 	 4.049810e+00 
2.500000e-02 	 -4.794689e-03 	 2.118515e+02 	 4.049796e+00 
2.600000e-02 	 -4.828525e-03 	 2.151834e+02 	 4.049781e+00 
2.700000e-02 	 -4.836061e-03 	 2.175303e+02 	 4.049767e+00 
2.800000e-02 	 -4.816266e-03 	 2.188953e+02 	 4.049752e+00 
2.900000e-02 	 -4.770604e-03 	 2.192919e+02 	 4.049738e+00 
3.000000e-02 	 -4.699395e-03 	 2.187433e+02 	 4.049724e+00 
3.100000e-02 	 -4.602918e-03 	 2.172824e+02 	 4.049710e+00 
3.200000e-02 	 -4.482938e-03 	 2.149507e+02 	 4.049696e+00 
3.300000e-02 	 -4.341674e-03 	 2.117974e+02 	 4.049682e+00 
3.400000e-02 	 -4.181157e-03 	 2.078782e+02 	 4.049669e+00 
3.500000e-02 	 -4.004187e-03 	 2.032544e+02 	 4.049657e+00 
3.600000e-02 	 -3.813461e-03 	 1.979928e+02 	 4.049645e+00 
3.700000e-02 	 -3.611436e-03 	 1.921656e+02 	 4.049633e+00 
3.800000e-02 	 -3.400054e-03 	 1.858491e+02 	 4.049623e+00 
3.900000e-02 	 -3.182686e-03 	 1.791245e+02 	 4.049612e+00 
4.000000e-02 	 -2.961322e-03 	 1.720765e+02 	 4.049603e+00 
4.100000e-02 	 -2.736555e-03 	 1.647929e+02 	 4.049594e+00 
4.200000e-02 	 -2.513064e-03 	 1.573635e+02 	 4.049586e+00 
4.300000e-02 	 -2.292423e-03 	 1.498794e+02 	 4.049578e+00 
4.400000e-02 	 -2.076740e-03 	 1.424321e+02 	 4.049571e+00 
4.500000e-02 	 -1.866751e-03 	 1.351123e+02 	 4.049565e+00 
4.600000e-02 	 -1.665402e-03 	 1.280091e+02 	 4.049560e+00 
4.700000e-02 	 -1.473743e-03 	 1.212089e+02 	 4.049555e+00 
4.800000e-02 	 -1.293270e-03 	 1.147940e+02 	 4.049550e+00 
4.900000e-02 	 -1.126022e-03 	 1.088419e+02 	 4.049546e+00 
5.000000e-02 	 -9.721283e-04 	 1.034242e+02 	 4.049543e+00 
5.100000e-02 	 -8.345900e-04 	 9.860537e+01 	 4.049540e+00 
5.200000e-02 	 -7.123383e-04 	 9.444226e+01 	 4.049538e+00 
5.300000e-02 	 -6.080996e-04 	 9.098309e+01 	 4.049535e+00 
5.400000e-02 	 -5.211467e-04 	 8.826693e+01 	 4.049534e+00 
5.500000e-02 	 -4.524561e-04 	 8.632299e+01 	 4.049532e+00 
5.600000e-02 	 -4.019561e-04 	 8.517006e+01 	 4.049531e+00 
5.700000e-02 	 -3.701793e-04 	 8.481605e+01 	 4.049529e+00 
5.800000e-02 	 -3.559016e-04 	 8.525770e+01 	 4.049528e+00 
5.900000e-02 	 -3.592137e-04 	 8.648058e+01 	 4.049527e+00 
6.000000e-02 	 -3.792908e-04 	 8.845915e+01 	 4.049526e+00 
6.100000e-02 	 -4.157454e-04 	 9.115700e+01 	 4.049525e+00 
6.200000e-02 	 -4.676972e-04 	 9.452738e+01 	 4.049524e+00 
6.300000e-02 	 -5.325329e-04 	 9.851409e+01 	 4.049522e+00 
6.400000e-02 	 -6.098975e-04 	 1.030525e+02 	 4.049521e+00 
6.500000e-02 	 -6.987086e-04 	 1.080707e+02 	 4.049519e+00 
6.600000e-02 	 -7.958139e-04 	 1.134911e+02 	 4.049517e+00 
6.700000e-02 	 -9.000605e-04 	 1.192321e+02 	 4.049514e+00 
6.800000e-02 	 -1.010421e-03 	 1.252089e+02 	 4.049512e+00 
6.900000e-02 	 -1.124522e-03 	 1.313351e+02 	 4.049509e+00 
7.000000e-02 	 -1.241621e-03 	 1.375242e+02 	 4.049505e+00 
7.100000e-02 	 -1.359388e-03 	 1.436907e+02 	 4.049502e+00 
7.200000e-02 	 -1.475049e-03 	 1.497517e+02 	 4.049498e+00 
7.300000e-02 	 -1.588518e-03 	 1.556279e+02 	 4.049493e+00 
7.400000e-02 	 -1.697179e-03 	 1.612443e+02 	 4.049488e+00 
7.500000e-02 	 -1.799446e-03 	 1.665312e+02 	 4.049483e+00 
7.600000e-02 	 -1.893695e-03 	 1.714252e+02 	 4.049478e+00 
7.700000e-02 	 -1.979109e-03 	 1.758696e+02 	 4.049472e+00 
7.800000e-02 	 -2.052724e-03 	 1.798157e+02 	 4.049466e+00 
7.900000e-02 	 -2.113929e-03 	 1.832227e+02 	 4.049460e+00 
8.000000e-02 	 -2.162835e-03 	 1.860583e+02 	 4.049454e+00 
8.100000e-02 	 -2.198371e-03 	 1.882984e+02 	 4.049447e+00 
